individual	left	right	length	bin
EUR_29	41018197	41071130	52933	7
EUR_29	41110284	41139372	29088	4
EUR_29	41164519	41199187	34668	5
EUR_29	45879695	45943076	63381	8
EUR_29	1893530	1901169	7639	1
EUR_29	2105113	2106323	1210	1
EUR_29	2183069	2207970	24901	4
EUR_29	2845976	2851899	5923	1
EUR_29	6823045	6831612	8567	2
EUR_29	11231187	11305525	74338	10
EUR_29	11360944	11376232	15288	2
EUR_29	11648276	11667319	19043	3
EUR_29	12722250	12727281	5031	1
EUR_29	13215258	13257060	41802	6
EUR_29	19558531	19572494	13963	2
EUR_29	31259615	31289686	30071	4
EUR_29	31458689	31553001	94312	12
EUR_29	31969301	31982644	13343	2
EUR_29	33193910	33215777	21867	3
EUR_29	36562799	36570547	7748	1
EUR_29	40531320	40531689	369	1
EUR_29	40563707	40611721	48014	7
EUR_29	41000258	41101715	101457	13
EUR_29	41119295	41156450	37155	5
EUR_29	41202794	41244714	41920	6
EUR_29	45278228	45291241	13013	2
EUR_29	47306832	47398829	91997	12
EUR_30	2064212	2077862	13650	2
EUR_30	5430664	5442656	11992	2
EUR_30	6602745	6679305	76560	10
EUR_30	10506272	10515574	9302	2
EUR_30	10918022	10960271	42249	6
EUR_30	11216018	11305525	89507	12
EUR_30	13161428	13266111	104683	14
EUR_30	13794548	13796948	2400	1
EUR_30	14342828	14370739	27911	4
EUR_30	25063829	25109458	45629	6
EUR_30	25196096	25238029	41933	6
EUR_30	27801587	27920486	118899	16
EUR_30	30341238	30350365	9127	2
EUR_30	31779686	31782178	2492	1
EUR_30	31981633	31984356	2723	1
EUR_30	36251755	36370813	119058	16
EUR_30	36484847	36506563	21716	3
EUR_30	40562275	40631332	69057	9
EUR_30	40655249	40719108	63859	9
EUR_30	47306832	47323219	16387	3
EUR_30	3397828	3423214	25386	4
EUR_30	3444377	3533432	89055	12
EUR_30	6516080	6538844	22764	3
EUR_30	10918022	11122255	204233	26
EUR_30	11266596	11305525	38929	5
EUR_30	11360944	11448832	87888	12
EUR_30	11634629	11705104	70475	9
EUR_30	12722250	12727281	5031	1
EUR_30	13215258	13257060	41802	6
EUR_30	15159254	15371253	211999	27
EUR_30	19608973	19624910	15937	3
EUR_30	22877798	22921455	43657	6
EUR_30	23628581	23672001	43420	6
EUR_30	32404436	32417734	13298	2
EUR_30	35872885	36062214	189329	24
EUR_30	36101549	36405919	304370	39
EUR_30	40562275	40603797	41522	6
EUR_30	40605745	40610338	4593	1
EUR_30	41018197	41102990	84793	11
EUR_30	45278228	45278901	673	1
EUR_30	46363306	46426354	63048	8
EUR_30	47317924	47398829	80905	11
EUR_30	48303107	48395063	91956	12
EUR_31	1930497	2038598	108101	14
EUR_31	2105113	2106323	1210	1
EUR_31	3245951	3271593	25642	4
EUR_31	3450249	3533432	83183	11
EUR_31	10918022	10946307	28285	4
EUR_31	11216018	11300483	84465	11
EUR_31	11360944	11448832	87888	12
EUR_31	16017613	16026806	9193	2
EUR_31	16635937	16643210	7273	1
EUR_31	23598533	23685874	87341	12
EUR_31	25036175	25059948	23773	3
EUR_31	25348769	25395086	46317	6
EUR_31	29988032	30005156	17124	3
EUR_31	30527970	30531255	3285	1
EUR_31	31397377	31429485	32108	5
EUR_31	31871395	31914145	42750	6
EUR_31	32987286	33095558	108272	14
EUR_31	40524070	40531689	7619	1
EUR_31	40589603	40719108	129505	17
EUR_31	41896558	41897997	1439	1
EUR_31	41986958	42003534	16576	3
EUR_31	45924407	45930425	6018	1
EUR_31	46298955	46426354	127399	17
EUR_31	864720	879695	14975	2
EUR_31	1930497	1951751	21254	3
EUR_31	2586193	2591704	5511	1
EUR_31	10918022	10937334	19312	3
EUR_31	11231187	11305525	74338	10
EUR_31	11360944	11376232	15288	2
EUR_31	11411292	11448832	37540	5
EUR_31	11576374	11581877	5503	1
EUR_31	11630302	11659169	28867	4
EUR_31	13761312	13930944	169632	22
EUR_31	21296343	21369344	73001	10
EUR_31	30527970	30531255	3285	1
EUR_31	31881906	31914145	32239	5
EUR_31	32023457	32046391	22934	3
EUR_31	32555637	32557896	2259	1
EUR_31	33142597	33174401	31804	5
EUR_31	35997174	36045432	48258	7
EUR_31	36207118	36308077	100959	13
EUR_31	40605745	40610338	4593	1
EUR_31	41000258	41101715	101457	13
EUR_31	41119295	41156450	37155	5
EUR_31	41202794	41244714	41920	6
EUR_31	47306832	47401302	94470	12
EUR_31	47939354	47988402	49048	7
EUR_32	2031684	2064962	33278	5
EUR_32	2968010	2982769	14759	2
EUR_32	3409882	3431986	22104	3
EUR_32	4310596	4327436	16840	3
EUR_32	5463548	5470404	6856	1
EUR_32	6178548	6231837	53289	7
EUR_32	6280026	6327028	47002	6
EUR_32	6721990	6730412	8422	2
EUR_32	10875976	10880965	4989	1
EUR_32	11360944	11448832	87888	12
EUR_32	11576374	11581877	5503	1
EUR_32	11630302	11685547	55245	7
EUR_32	14342828	14370739	27911	4
EUR_32	15159254	15187887	28633	4
EUR_32	15349260	15371253	21993	3
EUR_32	21296343	21369344	73001	10
EUR_32	30527970	30531255	3285	1
EUR_32	31689000	31699987	10987	2
EUR_32	32647767	32653956	6189	1
EUR_32	36117337	36206135	88798	12
EUR_32	41000258	41199187	198929	26
EUR_32	46103551	46172105	68554	9
EUR_32	864720	879695	14975	2
EUR_32	1662412	1896093	233681	30
EUR_32	1960680	2062085	101405	13
EUR_32	4836612	4837910	1298	1
EUR_32	6458044	6522708	64664	9
EUR_32	6602745	6693324	90579	12
EUR_32	11360944	11448832	87888	12
EUR_32	11608194	11652073	43879	6
EUR_32	12485443	12493640	8197	2
EUR_32	13794548	13848449	53901	7
EUR_32	24656133	24793106	136973	18
EUR_32	29275614	29342089	66475	9
EUR_32	32555637	32557896	2259	1
EUR_32	33142597	33174401	31804	5
EUR_32	36299913	36347691	47778	7
EUR_32	41000258	41199187	198929	26
EUR_32	49184424	49242283	57859	8
EUR_33	1173834	1247512	73678	10
EUR_33	1839886	1896093	56207	8
EUR_33	1960680	2049123	88443	12
EUR_33	2586193	2591704	5511	1
EUR_33	3040653	3231239	190586	25
EUR_33	4027908	4093603	65695	9
EUR_33	6602745	6724200	121455	16
EUR_33	13779593	13856104	76511	10
EUR_33	17795981	17983358	187377	24
EUR_33	23025500	23039318	13818	2
EUR_33	23598533	23685791	87258	12
EUR_33	24967092	24995861	28769	4
EUR_33	25002639	25076490	73851	10
EUR_33	25078149	25217316	139167	18
EUR_33	25291565	25303883	12318	2
EUR_33	25449426	25457748	8322	2
EUR_33	25772135	25783655	11520	2
EUR_33	29283502	29329902	46400	6
EUR_33	30527970	30531255	3285	1
EUR_33	41018197	41126897	108700	14
EUR_33	41230434	41293961	63527	9
EUR_33	47939354	47995369	56015	8
EUR_33	47998265	48009694	11429	2
EUR_33	2105113	2106323	1210	1
EUR_33	2586193	2591704	5511	1
EUR_33	2784832	2982769	197937	25
EUR_33	10306597	10312391	5794	1
EUR_33	11431206	11448832	17626	3
EUR_33	11551550	11705104	153554	20
EUR_33	14966249	15000465	34216	5
EUR_33	25036175	25059948	23773	3
EUR_33	29283502	29342089	58587	8
EUR_33	31156524	31223787	67263	9
EUR_33	31871395	31914145	42750	6
EUR_33	32486086	32487380	1294	1
EUR_33	32987286	33050163	62877	8
EUR_33	36528810	36534857	6047	1
EUR_34	1691256	1725635	34379	5
EUR_34	2072165	2106323	34158	5
EUR_34	2106396	2135510	29114	4
EUR_34	2183069	2207970	24901	4
EUR_34	2586193	2591704	5511	1
EUR_34	3125519	3126421	902	1
EUR_34	5463548	5470404	6856	1
EUR_34	6602745	6607910	5165	1
EUR_34	6632925	6679305	46380	6
EUR_34	10306597	10382930	76333	10
EUR_34	10506272	10515574	9302	2
EUR_34	11112002	11124106	12104	2
EUR_34	11216018	11300483	84465	11
EUR_34	11360944	11376232	15288	2
EUR_34	11382827	11448832	66005	9
EUR_34	29160901	29298334	137433	18
EUR_34	31969301	31982644	13343	2
EUR_34	32646010	32653956	7946	1
EUR_34	35983215	36045432	62217	8
EUR_34	36498078	36506563	8485	2
EUR_34	46391591	46422460	30869	4
EUR_34	47939354	47988402	49048	7
EUR_34	1726971	1821296	94325	12
EUR_34	1975103	2102357	127254	17
EUR_34	2145504	2179616	34112	5
EUR_34	2586193	2591704	5511	1
EUR_34	3040653	3231239	190586	25
EUR_34	4027908	4093603	65695	9
EUR_34	5463548	5470404	6856	1
EUR_34	10506272	10515574	9302	2
EUR_34	11112002	11124106	12104	2
EUR_34	11216018	11277910	61892	8
EUR_34	11360944	11448832	87888	12
EUR_34	11608194	11652073	43879	6
EUR_34	13779593	13848449	68856	9
EUR_34	33069398	33077485	8087	2
EUR_34	40596350	40631332	34982	5
EUR_34	40655249	40682702	27453	4
EUR_34	47939354	48009694	70340	9
EUR_34	49184424	49262031	77607	10
EUR_35	2586193	2591704	5511	1
EUR_35	3988003	4055814	67811	9
EUR_35	6558025	6602879	44854	6
EUR_35	10506272	10515574	9302	2
EUR_35	10875976	10880965	4989	1
EUR_35	11360944	11448832	87888	12
EUR_35	13223772	13266111	42339	6
EUR_35	14811750	14835169	23419	3
EUR_35	14995879	15000465	4586	1
EUR_35	16620763	16643210	22447	3
EUR_35	17795981	17983358	187377	24
EUR_35	25045274	25096390	51116	7
EUR_35	25156063	25200643	44580	6
EUR_35	30341238	30350365	9127	2
EUR_35	31162133	31197280	35147	5
EUR_35	31306130	31355236	49106	7
EUR_35	31458689	31553001	94312	12
EUR_35	31969301	31982644	13343	2
EUR_35	32303024	32338373	35349	5
EUR_35	32404436	32427441	23005	3
EUR_35	36498078	36506563	8485	2
EUR_35	40538208	40541166	2958	1
EUR_35	41000258	41199187	198929	26
EUR_35	41896558	41897997	1439	1
EUR_35	45262397	45300374	37977	5
EUR_35	46234794	46426354	191560	25
EUR_35	47939354	47944895	5541	1
EUR_35	1173834	1247512	73678	10
EUR_35	2183069	2207970	24901	4
EUR_35	2662974	2850589	187615	24
EUR_35	3629717	3635080	5363	1
EUR_35	4059349	4111093	51744	7
EUR_35	4774414	4837910	63496	9
EUR_35	6280026	6288163	8137	2
EUR_35	6404273	6543588	139315	18
EUR_35	6565697	6567053	1356	1
EUR_35	10506272	10515574	9302	2
EUR_35	10918022	10987067	69045	9
EUR_35	11216018	11300483	84465	11
EUR_35	12039587	12078012	38425	5
EUR_35	12485443	12493640	8197	2
EUR_35	13779593	13965781	186188	24
EUR_35	14811750	14835169	23419	3
EUR_35	17464442	17527378	62936	8
EUR_35	19634530	19653747	19217	3
EUR_35	23598533	23621741	23208	3
EUR_35	32647767	32653956	6189	1
EUR_35	35997174	36045432	48258	7
EUR_35	36251755	36370813	119058	16
EUR_35	36484847	36506563	21716	3
EUR_35	40605745	40610338	4593	1
EUR_35	47939354	48020626	81272	11
EUR_36	3374961	3533432	158471	21
EUR_36	10454414	10496133	41719	6
EUR_36	11225330	11305525	80195	11
EUR_36	11360944	11367099	6155	1
EUR_36	11460718	11542349	81631	11
EUR_36	14966249	15000465	34216	5
EUR_36	25019110	25038537	19427	3
EUR_36	25271432	25377284	105852	14
EUR_36	29160901	29342089	181188	23
EUR_36	31259615	31289686	30071	4
EUR_36	31458689	31553001	94312	12
EUR_36	31969301	31982644	13343	2
EUR_36	33142597	33174401	31804	5
EUR_36	33331719	33400707	68988	9
EUR_36	36299913	36347691	47778	7
EUR_36	40562275	40603797	41522	6
EUR_36	40605745	40610338	4593	1
EUR_36	41018197	41057860	39663	6
EUR_36	41110284	41139372	29088	4
EUR_36	41164519	41199187	34668	5
EUR_36	41284321	41286477	2156	1
EUR_36	47306832	47323219	16387	3
EUR_36	47981318	47995369	14051	2
EUR_36	2105113	2106323	1210	1
EUR_36	6602745	6724200	121455	16
EUR_36	10377885	10459002	81117	11
EUR_36	11216018	11305525	89507	12
EUR_36	11360944	11448832	87888	12
EUR_36	11576374	11581877	5503	1
EUR_36	11630302	11685547	55245	7
EUR_36	13764087	13779122	15035	2
EUR_36	14342828	14370739	27911	4
EUR_36	22780357	22848615	68258	9
EUR_36	23687244	23727889	40645	6
EUR_36	25036175	25059948	23773	3
EUR_36	25479844	25482489	2645	1
EUR_36	32987286	33050163	62877	8
EUR_36	36264805	36286481	21676	3
EUR_36	40524070	40536346	12276	2
EUR_36	40639759	40701244	61485	8
EUR_36	41921691	42003534	81843	11
EUR_36	46400309	46422460	22151	3
EUR_36	47317924	47398829	80905	11
EUR_37	1195199	1247512	52313	7
EUR_37	1893530	1901169	7639	1
EUR_37	2035623	2183723	148100	19
EUR_37	2586193	2587997	1804	1
EUR_37	3104088	3104808	720	1
EUR_37	6602745	6677645	74900	10
EUR_37	10306597	10332195	25598	4
EUR_37	11121107	11122255	1148	1
EUR_37	11225139	11282514	57375	8
EUR_37	11360944	11448832	87888	12
EUR_37	11576374	11581877	5503	1
EUR_37	14350456	14361651	11195	2
EUR_37	21296343	21369344	73001	10
EUR_37	23598533	23621741	23208	3
EUR_37	31397377	31420442	23065	3
EUR_37	32169554	32338373	168819	22
EUR_37	35997174	36045432	48258	7
EUR_37	40524070	40531689	7619	1
EUR_37	45278228	45300374	22146	3
EUR_37	46363306	46426354	63048	8
EUR_37	47939354	47995369	56015	8
EUR_37	2072165	2106323	34158	5
EUR_37	2106396	2137032	30636	4
EUR_37	3629717	3635080	5363	1
EUR_37	4774414	4837910	63496	9
EUR_37	6047019	6078538	31519	4
EUR_37	7671170	7826660	155490	20
EUR_37	7931322	7937075	5753	1
EUR_37	12485443	12493640	8197	2
EUR_37	12722250	12727281	5031	1
EUR_37	15159254	15166623	7369	1
EUR_37	16877935	16926510	48575	7
EUR_37	17795981	17983358	187377	24
EUR_37	19798354	19902331	103977	14
EUR_37	23628581	23672001	43420	6
EUR_37	24930056	24952712	22656	3
EUR_37	31857402	31878461	21059	3
EUR_37	31903723	31913862	10139	2
EUR_37	32203428	32338373	134945	18
EUR_37	32355519	32361768	6249	1
EUR_37	40589603	40602975	13372	2
EUR_37	41000258	41085169	84911	11
EUR_37	45281764	45291241	9477	2
EUR_37	47309597	47314366	4769	1
EUR_37	47359870	47384357	24487	4
EUR_37	49270526	49300839	30313	4
EUR_38	2586193	2591704	5511	1
EUR_38	4027908	4111093	83185	11
EUR_38	6591884	6600481	8597	2
EUR_38	6632925	6697931	65006	9
EUR_38	10506272	10515574	9302	2
EUR_38	10918022	10960271	42249	6
EUR_38	11216018	11305525	89507	12
EUR_38	11360944	11448832	87888	12
EUR_38	13931470	13965545	34075	5
EUR_38	19529137	19572494	43357	6
EUR_38	24964913	25109458	144545	19
EUR_38	30527970	30531255	3285	1
EUR_38	31871395	31914145	42750	6
EUR_38	32612479	32622255	9776	2
EUR_38	36484847	36506563	21716	3
EUR_38	41151500	41199187	47687	7
EUR_38	46116775	46122503	5728	1
EUR_38	46400309	46422460	22151	3
EUR_38	46927089	47022994	95905	13
EUR_38	47939354	47988402	49048	7
EUR_38	48303107	48400149	97042	13
EUR_38	1166368	1310286	143918	19
EUR_38	1662412	1896093	233681	30
EUR_38	1960680	2062085	101405	13
EUR_38	2586193	2591704	5511	1
EUR_38	3374518	3458402	83884	11
EUR_38	3988003	4108651	120648	16
EUR_38	10306597	10312391	5794	1
EUR_38	11216018	11300483	84465	11
EUR_38	11431206	11448832	17626	3
EUR_38	11551550	11705104	153554	20
EUR_38	13764087	13940655	176568	23
EUR_38	14826871	14835169	8298	2
EUR_38	15159254	15187887	28633	4
EUR_38	16017613	16024335	6722	1
EUR_38	17845928	17983358	137430	18
EUR_38	19206122	19344620	138498	18
EUR_38	23674305	23727889	53584	7
EUR_38	27801587	27806289	4702	1
EUR_38	27917586	27920486	2900	1
EUR_38	32404436	32417734	13298	2
EUR_38	35872885	36062214	189329	24
EUR_38	36101549	36405919	304370	39
EUR_38	36498078	36506563	8485	2
EUR_38	40589603	40599336	9733	2
EUR_38	41067360	41199187	131827	17
EUR_38	47306832	47334656	27824	4
EUR_38	47939354	47988402	49048	7
EUR_39	4105281	4111093	5812	1
EUR_39	5463548	5470404	6856	1
EUR_39	5730825	5739172	8347	2
EUR_39	6567114	6600481	33367	5
EUR_39	6632925	6697931	65006	9
EUR_39	10454414	10496133	41719	6
EUR_39	11028018	11089473	61455	8
EUR_39	11634629	11705104	70475	9
EUR_39	12722250	12727281	5031	1
EUR_39	13215258	13230517	15259	2
EUR_39	13764087	13940655	176568	23
EUR_39	25036175	25049516	13341	2
EUR_39	25319231	25426466	107235	14
EUR_39	31156524	31197280	40756	6
EUR_39	31306130	31355236	49106	7
EUR_39	31458689	31553001	94312	12
EUR_39	32555637	32557896	2259	1
EUR_39	33142597	33174401	31804	5
EUR_39	33331719	33407005	75286	10
EUR_39	36299913	36347691	47778	7
EUR_39	41018197	41122696	104499	14
EUR_39	41170307	41265986	95679	13
EUR_39	49184424	49300839	116415	15
EUR_39	1970613	1987907	17294	3
EUR_39	2145504	2203773	58269	8
EUR_39	4027908	4111093	83185	11
EUR_39	6602745	6607910	5165	1
EUR_39	6632925	6705310	72385	10
EUR_39	10436488	10459002	22514	3
EUR_39	11608194	11687964	79770	11
EUR_39	13943733	13965781	22048	3
EUR_39	16877935	16926510	48575	7
EUR_39	17880196	17941014	60818	8
EUR_39	19634530	19653747	19217	3
EUR_39	24917505	25000341	82836	11
EUR_39	29160901	29230171	69270	9
EUR_39	31618281	31672588	54307	7
EUR_39	31871395	31914145	42750	6
EUR_39	33142597	33174401	31804	5
EUR_39	40538208	40541166	2958	1
EUR_39	41170307	41185884	15577	2
EUR_39	45278228	45291241	13013	2
EUR_39	46927089	47022994	95905	13
EUR_39	47502449	47598720	96271	13
EUR_39	48317426	48338230	20804	3
EUR_40	2105113	2106323	1210	1
EUR_40	6602745	6724200	121455	16
EUR_40	10429869	10459002	29133	4
EUR_40	11588046	11705104	117058	15
EUR_40	13779593	13965781	186188	24
EUR_40	14811750	14835169	23419	3
EUR_40	17464442	17527378	62936	8
EUR_40	19634530	19653747	19217	3
EUR_40	29283502	29342089	58587	8
EUR_40	31156524	31197280	40756	6
EUR_40	31400738	31499618	98880	13
EUR_40	31689000	31699987	10987	2
EUR_40	36457737	36516866	59129	8
EUR_40	41099327	41126897	27570	4
EUR_40	41230434	41293961	63527	9
EUR_40	41935242	42003534	68292	9
EUR_40	46234794	46426354	191560	25
EUR_40	47986949	48088186	101237	13
EUR_40	1166368	1310286	143918	19
EUR_40	1662412	1896093	233681	30
EUR_40	1960680	2062085	101405	13
EUR_40	2586193	2591704	5511	1
EUR_40	3374518	3458402	83884	11
EUR_40	5463548	5470404	6856	1
EUR_40	6602745	6607910	5165	1
EUR_40	6632925	6679305	46380	6
EUR_40	10306597	10459002	152405	20
EUR_40	13794548	13796948	2400	1
EUR_40	24773585	25076490	302905	39
EUR_40	25078149	25217316	139167	18
EUR_40	25394243	25442386	48143	7
EUR_40	29283502	29342089	58587	8
EUR_40	32612479	32622255	9776	2
EUR_40	33069398	33151065	81667	11
EUR_40	33325193	33358945	33752	5
EUR_40	35872885	36007338	134453	17
EUR_40	36299913	36347691	47778	7
EUR_40	40538208	40541166	2958	1
EUR_40	45879695	45943076	63381	8
EUR_40	46927089	47022994	95905	13
EUR_40	47967258	47992903	25645	4
EUR_41	1691256	1843036	151780	20
EUR_41	2716070	2745265	29195	4
EUR_41	2955498	3021356	65858	9
EUR_41	3040653	3231239	190586	25
EUR_41	4104885	4111093	6208	1
EUR_41	6627187	6640538	13351	2
EUR_41	10506272	10515574	9302	2
EUR_41	11216018	11305525	89507	12
EUR_41	11360944	11448832	87888	12
EUR_41	11551550	11573908	22358	3
EUR_41	11599177	11705104	105927	14
EUR_41	12430041	12574791	144750	19
EUR_41	13943733	13965781	22048	3
EUR_41	14971954	15000465	28511	4
EUR_41	16017613	16026806	9193	2
EUR_41	17008231	17049268	41037	6
EUR_41	23606225	23685874	79649	11
EUR_41	31871395	31914145	42750	6
EUR_41	32092011	32175774	83763	11
EUR_41	33115326	33138568	23242	3
EUR_41	35922044	36007338	85294	11
EUR_41	40538208	40541166	2958	1
EUR_41	41968388	42003534	35146	5
EUR_41	47306832	47334656	27824	4
EUR_41	1173834	1247512	73678	10
EUR_41	2955498	3021356	65858	9
EUR_41	3040653	3231239	190586	25
EUR_41	5730825	5739172	8347	2
EUR_41	6648459	6677645	29186	4
EUR_41	7701860	7713360	11500	2
EUR_41	13779593	13917230	137637	18
EUR_41	14826871	14835169	8298	2
EUR_41	15159254	15187887	28633	4
EUR_41	25002639	25038480	35841	5
EUR_41	25042635	25096390	53755	7
EUR_41	25174124	25217316	43192	6
EUR_41	25564046	25565639	1593	1
EUR_41	26016673	26086202	69529	9
EUR_41	32987286	33050163	62877	8
EUR_41	35997174	36045432	48258	7
EUR_41	36207118	36308077	100959	13
EUR_41	41018197	41096386	78189	10
EUR_41	45278228	45291241	13013	2
EUR_42	1173834	1247512	73678	10
EUR_42	1893530	1901169	7639	1
EUR_42	2035623	2183723	148100	19
EUR_42	2955498	3021356	65858	9
EUR_42	6602745	6644537	41792	6
EUR_42	10454414	10496133	41719	6
EUR_42	11216018	11232841	16823	3
EUR_42	13761312	13930944	169632	22
EUR_42	16017613	16026806	9193	2
EUR_42	17845928	17983358	137430	18
EUR_42	20308976	20333994	25018	4
EUR_42	25036175	25059948	23773	3
EUR_42	31397377	31429485	32108	5
EUR_42	32486086	32645535	159449	21
EUR_42	35983215	36045432	62217	8
EUR_42	36498078	36506563	8485	2
EUR_42	40524070	40531689	7619	1
EUR_42	40589603	40719108	129505	17
EUR_42	48303107	48373011	69904	9
EUR_42	864720	879695	14975	2
EUR_42	2586193	2591704	5511	1
EUR_42	2784832	2982769	197937	25
EUR_42	3405198	3437224	32026	5
EUR_42	9724941	9770756	45815	6
EUR_42	11028018	11089473	61455	8
EUR_42	11411292	11448832	37540	5
EUR_42	11608194	11652073	43879	6
EUR_42	14826871	14835169	8298	2
EUR_42	15367716	15371253	3537	1
EUR_42	23687244	23727889	40645	6
EUR_42	31259615	31289686	30071	4
EUR_42	31458689	31553001	94312	12
EUR_42	31969301	31982644	13343	2
EUR_42	33193910	33215777	21867	3
EUR_42	36036358	36045432	9074	2
EUR_42	36520464	36570547	50083	7
EUR_42	40538208	40541166	2958	1
EUR_42	47309597	47314366	4769	1
EUR_42	47359870	47384357	24487	4
EUR_42	47939354	47995369	56015	8
EUR_43	1970613	1987907	17294	3
EUR_43	2145504	2203773	58269	8
EUR_43	4796348	4837910	41562	6
EUR_43	6602745	6684286	81541	11
EUR_43	7641909	7709509	67600	9
EUR_43	7764827	7881085	116258	15
EUR_43	11112002	11117853	5851	1
EUR_43	12487289	12493640	6351	1
EUR_43	13931470	13965545	34075	5
EUR_43	16017613	16026806	9193	2
EUR_43	17464442	17527378	62936	8
EUR_43	23598533	23727889	129356	17
EUR_43	25002639	25038480	35841	5
EUR_43	25042635	25096390	53755	7
EUR_43	25271432	25303883	32451	5
EUR_43	25449426	25457748	8322	2
EUR_43	25579466	25588077	8611	2
EUR_43	29160901	29342089	181188	23
EUR_43	35872885	36062214	189329	24
EUR_43	36101549	36405919	304370	39
EUR_43	36498078	36506563	8485	2
EUR_43	40639759	40698609	58850	8
EUR_43	45278228	45280914	2686	1
EUR_43	47306832	47401302	94470	12
EUR_43	1164478	1247512	83034	11
EUR_43	2183069	2207970	24901	4
EUR_43	2736684	2850589	113905	15
EUR_43	4027908	4051597	23689	3
EUR_43	6627187	6640538	13351	2
EUR_43	11360944	11448832	87888	12
EUR_43	11608194	11652073	43879	6
EUR_43	13189538	13266111	76573	10
EUR_43	30527970	30531255	3285	1
EUR_43	31814580	31878461	63881	9
EUR_43	32404436	32533666	129230	17
EUR_43	33142597	33174401	31804	5
EUR_43	41896558	41897997	1439	1
EUR_43	41986958	42003534	16576	3
EUR_43	47306832	47401302	94470	12
EUR_43	48303107	48400149	97042	13
EUR_44	2105113	2106323	1210	1
EUR_44	3040653	3231239	190586	25
EUR_44	4027908	4031518	3610	1
EUR_44	7641909	7709509	67600	9
EUR_44	7764827	7902344	137517	18
EUR_44	10306597	10347695	41098	6
EUR_44	10410256	10434431	24175	4
EUR_44	11216018	11300483	84465	11
EUR_44	11532186	11705104	172918	22
EUR_44	12039587	12078012	38425	5
EUR_44	12485443	12493640	8197	2
EUR_44	17020844	17049268	28424	4
