individual	left	right	length	bin
EUR_73	3374518	3458402	83884	11
EUR_73	3988003	4108651	120648	16
EUR_73	7854066	7857368	3302	1
EUR_73	10306597	10459002	152405	20
EUR_73	10918022	10959989	41967	6
EUR_73	11231187	11305525	74338	10
EUR_73	11360944	11376232	15288	2
EUR_73	11382827	11448832	66005	9
EUR_73	12485443	12493640	8197	2
EUR_73	19289490	19299322	9832	2
EUR_73	21296343	21369344	73001	10
EUR_73	24917505	25000341	82836	11
EUR_73	25262226	25309570	47344	6
EUR_73	25445356	25446530	1174	1
EUR_73	31261493	31355236	93743	12
EUR_73	32169554	32338373	168819	22
EUR_73	40524070	40536346	12276	2
EUR_73	40639759	40701244	61485	8
EUR_73	46400309	46422460	22151	3
EUR_73	47986949	48088186	101237	13
EUR_73	2183069	2207970	24901	4
EUR_73	2586193	2591704	5511	1
EUR_73	3104088	3104808	720	1
EUR_73	6823045	6831612	8567	2
EUR_73	11411292	11448832	37540	5
EUR_73	17016945	17049268	32323	5
EUR_73	20308976	20387073	78097	10
EUR_73	23598533	23685874	87341	12
EUR_73	25103565	25217316	113751	15
EUR_73	25324980	25465358	140378	18
EUR_73	29845482	30005156	159674	21
EUR_73	31259615	31289686	30071	4
EUR_73	31458689	31499618	40929	6
EUR_73	32203428	32338373	134945	18
EUR_73	32355519	32361768	6249	1
EUR_73	36025195	36138327	113132	15
EUR_74	2183069	2207970	24901	4
EUR_74	2445953	2459423	13470	2
EUR_74	2586193	2591704	5511	1
EUR_74	6602745	6653680	50935	7
EUR_74	10918022	10959989	41967	6
EUR_74	11608194	11705104	96910	13
EUR_74	17464442	17527378	62936	8
EUR_74	19529137	19572494	43357	6
EUR_74	25023493	25076490	52997	7
EUR_74	25078149	25217316	139167	18
EUR_74	25291565	25303883	12318	2
EUR_74	25449426	25457748	8322	2
EUR_74	31397377	31429485	32108	5
EUR_74	31691424	31699987	8563	2
EUR_74	31969301	31982644	13343	2
EUR_74	32273690	32361768	88078	12
EUR_74	32404436	32417734	13298	2
EUR_74	35978019	36030630	52611	7
EUR_74	36498078	36506563	8485	2
EUR_74	40663673	40698609	34936	5
EUR_74	41202794	41221991	19197	3
EUR_74	46391591	46404930	13339	2
EUR_74	1691256	1819789	128533	17
EUR_74	1837654	1904778	67124	9
EUR_74	2027642	2038598	10956	2
EUR_74	2183069	2207970	24901	4
EUR_74	2716070	2757931	41861	6
EUR_74	2968010	2982769	14759	2
EUR_74	7553361	7709509	156148	20
EUR_74	7719766	7790051	70285	9
EUR_74	10313325	10325463	12138	2
EUR_74	10918022	11122255	204233	26
EUR_74	11360944	11448832	87888	12
EUR_74	11551550	11573908	22358	3
EUR_74	11599177	11637999	38822	5
EUR_74	12039587	12078012	38425	5
EUR_74	12485443	12493640	8197	2
EUR_74	13805314	13848449	43135	6
EUR_74	14716633	14723200	6567	1
EUR_74	15159254	15187887	28633	4
EUR_74	15349260	15371253	21993	3
EUR_74	16877935	16926510	48575	7
EUR_74	17880196	17941014	60818	8
EUR_74	19634530	19653747	19217	3
EUR_74	25563637	25717664	154027	20
EUR_74	31397377	31429485	32108	5
EUR_74	32235566	32299496	63930	9
EUR_74	40562275	40603797	41522	6
EUR_74	40605745	40610338	4593	1
EUR_74	41018197	41102990	84793	11
EUR_74	45278228	45278901	673	1
EUR_74	46363306	46426354	63048	8
EUR_74	47317924	47398829	80905	11
EUR_75	1691256	1742921	51665	7
EUR_75	1930497	1951751	21254	3
EUR_75	2586193	2591704	5511	1
EUR_75	6602745	6693324	90579	12
EUR_75	10875976	10880965	4989	1
EUR_75	11219386	11232841	13455	2
EUR_75	11630302	11705104	74802	10
EUR_75	13827730	13930944	103214	14
EUR_75	16017613	16026806	9193	2
EUR_75	17795981	17965967	169986	22
EUR_75	19332471	19333614	1143	1
EUR_75	25036175	25059948	23773	3
EUR_75	31261493	31355236	93743	12
EUR_75	32169554	32338373	168819	22
EUR_75	32650396	32653956	3560	1
EUR_75	36036358	36045432	9074	2
EUR_75	36562799	36570547	7748	1
EUR_75	40524070	40541166	17096	3
EUR_75	41202794	41244714	41920	6
EUR_75	45262397	45300374	37977	5
EUR_75	1691256	1843036	151780	20
EUR_75	1848930	1849107	177	1
EUR_75	2105113	2106323	1210	1
EUR_75	4077261	4111093	33832	5
EUR_75	5463548	5470404	6856	1
EUR_75	5647865	5666767	18902	3
EUR_75	6567114	6600481	33367	5
EUR_75	6632925	6678576	45651	6
EUR_75	10419745	10500263	80518	11
EUR_75	10579081	10600945	21864	3
EUR_75	10918022	10946307	28285	4
EUR_75	11216018	11300483	84465	11
EUR_75	13126809	13266111	139302	18
EUR_75	21296343	21369344	73001	10
EUR_75	25036175	25059948	23773	3
EUR_75	25368414	25395086	26672	4
EUR_75	25513659	25523703	10044	2
EUR_75	27864112	27920486	56374	8
EUR_75	30527970	30531255	3285	1
EUR_75	31397377	31420442	23065	3
EUR_75	31618281	31684536	66255	9
EUR_75	33193910	33215777	21867	3
EUR_75	36251755	36322999	71244	9
EUR_75	41202794	41221991	19197	3
EUR_75	46363306	46397816	34510	5
EUR_75	47309597	47314366	4769	1
EUR_75	47359870	47384357	24487	4
EUR_75	48303107	48400149	97042	13
EUR_76	1124015	1310286	186271	24
EUR_76	2072165	2095448	23283	3
EUR_76	2784832	2850589	65757	9
EUR_76	5463548	5470404	6856	1
EUR_76	6602745	6724200	121455	16
EUR_76	6756911	6791336	34425	5
EUR_76	7553361	7709509	156148	20
EUR_76	10875976	10880965	4989	1
EUR_76	11360944	11448832	87888	12
EUR_76	11603437	11705104	101667	13
EUR_76	16017613	16020167	2554	1
EUR_76	16620763	16643210	22447	3
EUR_76	19529137	19572494	43357	6
EUR_76	24773585	25011966	238381	31
EUR_76	25036175	25059948	23773	3
EUR_76	25095560	25217316	121756	16
EUR_76	25324980	25458170	133190	17
EUR_76	31871395	31914145	42750	6
EUR_76	32594663	32616759	22096	3
EUR_76	36143859	36220972	77113	10
EUR_76	40524070	40531412	7342	1
EUR_76	45879695	45912009	32314	5
EUR_76	47475971	47793684	317713	41
EUR_76	864720	879695	14975	2
EUR_76	1662412	1896093	233681	30
EUR_76	1960680	2062085	101405	13
EUR_76	5463548	5470404	6856	1
EUR_76	6602745	6724200	121455	16
EUR_76	10506272	10515574	9302	2
EUR_76	10918022	10987067	69045	9
EUR_76	11216018	11300483	84465	11
EUR_76	13126809	13266111	139302	18
EUR_76	14332120	14370739	38619	5
EUR_76	14811750	14835169	23419	3
EUR_76	14995879	15000465	4586	1
EUR_76	17795981	17983358	187377	24
EUR_76	19206122	19308470	102348	13
EUR_76	25036175	25059948	23773	3
EUR_76	29174539	29193536	18997	3
EUR_76	30527970	30531255	3285	1
EUR_76	31814580	31836933	22353	3
EUR_76	31981633	31984356	2723	1
EUR_76	33316144	33385032	68888	9
EUR_76	40524070	40531689	7619	1
EUR_76	41018197	41024278	6081	1
EUR_76	41170307	41185884	15577	2
EUR_76	45262397	45300374	37977	5
EUR_76	47939354	48009694	70340	9
EUR_77	1930497	1935134	4637	1
EUR_77	2183069	2207970	24901	4
EUR_77	2955498	3021356	65858	9
EUR_77	3040653	3231239	190586	25
EUR_77	4836612	4837910	1298	1
EUR_77	6458044	6522708	64664	9
EUR_77	6602745	6693324	90579	12
EUR_77	10920126	10920372	246	1
EUR_77	11216018	11305525	89507	12
EUR_77	11360944	11448832	87888	12
EUR_77	14966249	15000465	34216	5
EUR_77	23025500	23039318	13818	2
EUR_77	23628581	23670239	41658	6
EUR_77	25045274	25075933	30659	4
EUR_77	25095346	25106748	11402	2
EUR_77	25319231	25426466	107235	14
EUR_77	27864112	27920486	56374	8
EUR_77	31969301	31982644	13343	2
EUR_77	32404436	32417734	13298	2
EUR_77	33069398	33143422	74024	10
EUR_77	36198008	36457905	259897	33
EUR_77	36498078	36506563	8485	2
EUR_77	40605745	40610338	4593	1
EUR_77	41000258	41199187	198929	26
EUR_77	47306832	47401302	94470	12
EUR_77	47939354	47988402	49048	7
EUR_77	2072165	2106323	34158	5
EUR_77	2106396	2137032	30636	4
EUR_77	5463548	5470404	6856	1
EUR_77	11360944	11448832	87888	12
EUR_77	11608194	11652073	43879	6
EUR_77	13779593	13848449	68856	9
EUR_77	16620763	16643210	22447	3
EUR_77	19206122	19418900	212778	27
EUR_77	22780357	22852913	72556	10
EUR_77	31571161	31664255	93094	12
EUR_77	36251755	36322999	71244	9
EUR_77	41000258	41024278	24020	4
EUR_77	45262397	45300374	37977	5
EUR_77	47306832	47401302	94470	12
EUR_77	47408955	47449675	40720	6
EUR_77	49264308	49292119	27811	4
EUR_78	5596852	5648887	52035	7
EUR_78	6280026	6288163	8137	2
EUR_78	6404273	6543588	139315	18
EUR_78	6565697	6567053	1356	1
EUR_78	6689428	6705310	15882	2
EUR_78	7553361	7668485	115124	15
EUR_78	10306597	10459002	152405	20
EUR_78	10968426	11108285	139859	18
EUR_78	11387678	11390532	2854	1
EUR_78	17008231	17049268	41037	6
EUR_78	17795981	17822038	26057	4
EUR_78	19332471	19333614	1143	1
EUR_78	19634530	19653747	19217	3
EUR_78	24963301	24995861	32560	5
EUR_78	25002639	25076490	73851	10
EUR_78	25078149	25217316	139167	18
EUR_78	25291565	25303883	12318	2
EUR_78	25449426	25457748	8322	2
EUR_78	30527970	30531255	3285	1
EUR_78	31871395	31914145	42750	6
EUR_78	32594663	32616759	22096	3
EUR_78	36351359	36399358	47999	7
EUR_78	47309597	47314366	4769	1
EUR_78	47359870	47384357	24487	4
EUR_78	2183069	2207970	24901	4
EUR_78	2586193	2591704	5511	1
EUR_78	3125519	3126421	902	1
EUR_78	5430664	5442656	11992	2
EUR_78	6602745	6620266	17521	3
EUR_78	10434722	10452879	18157	3
EUR_78	10583877	10600945	17068	3
EUR_78	11216018	11305525	89507	12
EUR_78	11360944	11448832	87888	12
EUR_78	11655702	11672664	16962	3
EUR_78	13794548	13848449	53901	7
EUR_78	24924971	24994009	69038	9
EUR_78	31259615	31289686	30071	4
EUR_78	31969301	32016212	46911	6
EUR_78	35997174	36045432	48258	7
EUR_78	40538208	40541166	2958	1
EUR_78	41202794	41221991	19197	3
EUR_78	41896558	41897997	1439	1
EUR_78	45879695	45943076	63381	8
EUR_78	47306832	47401302	94470	12
EUR_78	48303107	48400149	97042	13
EUR_79	864720	887567	22847	3
EUR_79	1893530	1901169	7639	1
EUR_79	2035623	2073997	38374	5
EUR_79	2586193	2591704	5511	1
EUR_79	3430244	3533432	103188	14
EUR_79	10929987	10974365	44378	6
EUR_79	15935821	15992147	56326	8
EUR_79	24814107	24852861	38754	5
EUR_79	25061967	25096390	34423	5
EUR_79	25262226	25300164	37938	5
EUR_79	31857402	31878461	21059	3
EUR_79	31903723	31913862	10139	2
EUR_79	32203428	32338373	134945	18
EUR_79	32404436	32427441	23005	3
EUR_79	33193910	33215777	21867	3
EUR_79	35872885	36007338	134453	17
EUR_79	40596350	40631332	34982	5
EUR_79	40655249	40719108	63859	9
EUR_79	41896558	41897997	1439	1
EUR_79	46361026	46426354	65328	9
EUR_79	47309597	47314366	4769	1
EUR_79	47359870	47390861	30991	4
EUR_79	47939354	48020626	81272	11
EUR_79	1691256	1742921	51665	7
EUR_79	1930497	1951751	21254	3
EUR_79	2009964	2305247	295283	38
EUR_79	2586193	2591704	5511	1
EUR_79	11231187	11305525	74338	10
EUR_79	11360944	11376232	15288	2
EUR_79	11648276	11667319	19043	3
EUR_79	12485443	12493640	8197	2
EUR_79	12722250	12727281	5031	1
EUR_79	13931470	13965545	34075	5
EUR_79	14811750	14835169	23419	3
EUR_79	14995879	15000465	4586	1
EUR_79	17035396	17049268	13872	2
EUR_79	22848161	22852913	4752	1
EUR_79	23687244	23727889	40645	6
EUR_79	25036175	25059948	23773	3
EUR_79	31397377	31429485	32108	5
EUR_79	32647767	32653956	6189	1
EUR_79	35872885	36007338	134453	17
EUR_79	41000258	41199187	198929	26
EUR_79	49184424	49242283	57859	8
EUR_80	2072165	2106323	34158	5
EUR_80	2106396	2137032	30636	4
EUR_80	5463548	5470404	6856	1
EUR_80	10454414	10496133	41719	6
EUR_80	11121107	11122255	1148	1
EUR_80	11225139	11282514	57375	8
EUR_80	11648276	11667319	19043	3
EUR_80	12485443	12493640	8197	2
EUR_80	13126809	13266111	139302	18
EUR_80	17035396	17049268	13872	2
EUR_80	17795981	17983358	187377	24
EUR_80	19206122	19308470	102348	13
EUR_80	23598533	23621741	23208	3
EUR_80	25045274	25053135	7861	1
EUR_80	36198008	36267288	69280	9
EUR_80	40524070	40525247	1177	1
EUR_80	45278228	45291241	13013	2
EUR_80	864720	887567	22847	3
EUR_80	1893530	1901169	7639	1
EUR_80	2035623	2134882	99259	13
EUR_80	2183069	2207970	24901	4
EUR_80	2586193	2591704	5511	1
EUR_80	3988003	3992319	4316	1
EUR_80	6602745	6691638	88893	12
EUR_80	7789196	7826660	37464	5
EUR_80	7931322	7937075	5753	1
EUR_80	10306597	10325463	18866	3
EUR_80	11066790	11122255	55465	7
EUR_80	11216018	11305525	89507	12
EUR_80	11360944	11448832	87888	12
EUR_80	13764087	13891801	127714	17
EUR_80	20308976	20344228	35252	5
EUR_80	23628581	23672001	43420	6
EUR_80	24773585	25064173	290588	37
EUR_80	25413883	25457748	43865	6
EUR_80	25804541	25812973	8432	2
EUR_80	27889466	27920486	31020	4
EUR_80	30341238	30350365	9127	2
EUR_80	32687373	32691243	3870	1
EUR_80	35997174	36045432	48258	7
EUR_80	36252432	36435968	183536	24
EUR_80	41052157	41092081	39924	6
EUR_80	41375906	41458597	82691	11
EUR_80	45278228	45280914	2686	1
EUR_80	45879695	45943076	63381	8
EUR_81	1164478	1247512	83034	11
EUR_81	5463548	5470404	6856	1
EUR_81	5730825	5739172	8347	2
EUR_81	6567114	6600481	33367	5
EUR_81	6632925	6697931	65006	9
EUR_81	10506272	10515574	9302	2
EUR_81	11216018	11300483	84465	11
EUR_81	11413058	11448832	35774	5
EUR_81	11551550	11573908	22358	3
EUR_81	11599177	11649569	50392	7
EUR_81	15159254	15187887	28633	4
EUR_81	15349260	15371253	21993	3
EUR_81	17464442	17527378	62936	8
EUR_81	21296343	21369344	73001	10
EUR_81	25063829	25084660	20831	3
EUR_81	25195532	25199710	4178	1
EUR_81	25271432	25408113	136681	18
EUR_81	25560187	25588077	27890	4
EUR_81	29845482	30005156	159674	21
EUR_81	31379113	31417248	38135	5
EUR_81	32404436	32427441	23005	3
EUR_81	35997174	36045432	48258	7
EUR_81	36198454	36438481	240027	31
EUR_81	36534455	36556603	22148	3
EUR_81	41000258	41024278	24020	4
EUR_81	41086564	41096386	9822	2
EUR_81	45278228	45300374	22146	3
EUR_81	46361026	46426354	65328	9
EUR_81	49184424	49300839	116415	15
EUR_81	1164478	1247512	83034	11
EUR_81	2031684	2076710	45026	6
EUR_81	2183069	2207970	24901	4
EUR_81	4105281	4111093	5812	1
EUR_81	6602745	6607910	5165	1
EUR_81	6632925	6679305	46380	6
EUR_81	11216018	11300483	84465	11
EUR_81	11413058	11448832	35774	5
EUR_81	11551550	11573908	22358	3
EUR_81	11599177	11649569	50392	7
EUR_81	13779593	13917230	137637	18
EUR_81	14826871	14835169	8298	2
EUR_81	15159254	15187887	28633	4
EUR_81	22780357	22848615	68258	9
EUR_81	23687244	23727889	40645	6
EUR_81	24930056	24952712	22656	3
EUR_81	26016673	26086202	69529	9
EUR_81	30341238	30350365	9127	2
EUR_81	31689000	31699987	10987	2
EUR_81	35997174	36045432	48258	7
EUR_81	36207118	36261208	54090	7
EUR_81	36457737	36516866	59129	8
EUR_81	45879695	45912009	32314	5
EUR_81	47475971	47793684	317713	41
EUR_82	1893530	2111905	218375	28
EUR_82	2183069	2207970	24901	4
EUR_82	2586193	2591704	5511	1
EUR_82	6721990	6730412	8422	2
EUR_82	11630302	11705104	74802	10
EUR_82	12722250	12727281	5031	1
EUR_82	14826871	14835169	8298	2
EUR_82	17008231	17049268	41037	6
EUR_82	17880196	17941014	60818	8
EUR_82	17952625	17983358	30733	4
EUR_82	19529137	19572494	43357	6
EUR_82	29275614	29342089	66475	9
EUR_82	36562799	36570547	7748	1
EUR_82	41018197	41126897	108700	14
EUR_82	41202794	41258211	55417	7
EUR_82	45278228	45291241	13013	2
EUR_82	46927089	47022994	95905	13
EUR_82	47502449	47598720	96271	13
EUR_82	48317426	48338230	20804	3
EUR_82	1691256	1819789	128533	17
EUR_82	1837654	1904778	67124	9
EUR_82	2445953	2459423	13470	2
EUR_82	2586193	2591704	5511	1
EUR_82	2845976	2851899	5923	1
EUR_82	4027908	4051597	23689	3
EUR_82	6602745	6644537	41792	6
EUR_82	10918022	10959989	41967	6
EUR_82	11260121	11300483	40362	6
EUR_82	11460718	11542349	81631	11
EUR_82	13815252	13930944	115692	15
EUR_82	14826871	14835169	8298	2
EUR_82	17795981	17983358	187377	24
EUR_82	20308976	20366403	57427	8
EUR_82	29283502	29291288	7786	1
EUR_82	31397377	31420442	23065	3
EUR_82	31779686	31782178	2492	1
EUR_82	31871395	31914145	42750	6
EUR_82	32023457	32046391	22934	3
EUR_82	35997174	36045432	48258	7
EUR_82	36562799	36570547	7748	1
EUR_82	47306832	47346992	40160	6
EUR_82	48303107	48400149	97042	13
EUR_83	1164478	1247512	83034	11
EUR_83	2586193	2591704	5511	1
EUR_83	2928891	3021356	92465	12
EUR_83	3040653	3295326	254673	33
EUR_83	5430664	5442656	11992	2
EUR_83	7716657	7726088	9431	2
EUR_83	7789196	7826660	37464	5
EUR_83	7931322	7937075	5753	1
EUR_83	10600195	10600945	750	1
EUR_83	11216018	11232841	16823	3
EUR_83	11630302	11705104	74802	10
EUR_83	13764087	13940655	176568	23
EUR_83	14811750	14835169	23419	3
EUR_83	14995879	15000465	4586	1
EUR_83	16620763	16643210	22447	3
EUR_83	17008231	17049268	41037	6
EUR_83	23598533	23685874	87341	12
EUR_83	24917505	24965893	48388	7
EUR_83	25036175	25059948	23773	3
EUR_83	25324980	25464326	139346	18
EUR_83	29174539	29208331	33792	5
EUR_83	29283502	29342089	58587	8
EUR_83	29845482	30005156	159674	21
EUR_83	31177573	31223787	46214	6
EUR_83	36117337	36206135	88798	12
EUR_83	40524070	40531689	7619	1
EUR_83	41284321	41286477	2156	1
EUR_83	45278228	45280914	2686	1
EUR_83	45879695	45912009	32314	5
EUR_83	1970613	1987907	17294	3
EUR_83	2145504	2203773	58269	8
EUR_83	4796348	4837910	41562	6
EUR_83	6494181	6538844	44663	6
EUR_83	10506272	10515574	9302	2
EUR_83	10918022	10953965	35943	5
EUR_83	11078722	11122255	43533	6
EUR_83	11266596	11305525	38929	5
EUR_83	11360944	11448832	87888	12
EUR_83	11640281	11652073	11792	2
EUR_83	13222486	13266111	43625	6
EUR_83	15159254	15371253	211999	27
EUR_83	19608973	19624910	15937	3
EUR_83	24924971	24992068	67097	9
EUR_83	25563637	25640301	76664	10
EUR_83	30527970	30531255	3285	1
EUR_83	31779686	31833429	53743	7
EUR_83	32486086	32653956	167870	22
EUR_83	33316144	33385032	68888	9
EUR_83	41000258	41199187	198929	26
EUR_83	45278228	45291241	13013	2
EUR_83	46238954	46305737	66783	9
EUR_83	46927089	47022994	95905	13
EUR_83	47354042	47398829	44787	6
EUR_84	3374518	3417403	42885	6
EUR_84	10377885	10459002	81117	11
EUR_84	11216018	11305525	89507	12
EUR_84	11360944	11448832	87888	12
EUR_84	11576374	11581877	5503	1
EUR_84	11630302	11705104	74802	10
EUR_84	13189538	13266111	76573	10
EUR_84	13779593	13847038	67445	9
EUR_84	14826871	14835169	8298	2
EUR_84	25036175	25059948	23773	3
EUR_84	25095560	25217316	121756	16
EUR_84	25324980	25458170	133190	17
EUR_84	31458689	31468185	9496	2
EUR_84	31689000	31699987	10987	2
EUR_84	32555637	32557896	2259	1
EUR_84	33069398	33151065	81667	11
EUR_84	35997174	36045432	48258	7
EUR_84	36252432	36435968	183536	24
EUR_84	40538208	40541166	2958	1
EUR_84	41000258	41199187	198929	26
EUR_84	41896558	41897997	1439	1
EUR_84	45278228	45291241	13013	2
EUR_84	46363306	46397816	34510	5
EUR_84	1173834	1247512	73678	10
EUR_84	1839886	1896093	56207	8
EUR_84	1960680	2049123	88443	12
EUR_84	2586193	2591704	5511	1
EUR_84	3104088	3104808	720	1
EUR_84	4027908	4111093	83185	11
EUR_84	6542738	6721164	178426	23
EUR_84	10506272	10515574	9302	2
EUR_84	10918022	10959989	41967	6
EUR_84	11231187	11305525	74338	10
EUR_84	11655702	11699955	44253	6
EUR_84	14811750	14835169	23419	3
EUR_84	15349260	15371253	21993	3
EUR_84	19634530	19640072	5542	1
EUR_84	25063829	25084660	20831	3
EUR_84	25195532	25199710	4178	1
EUR_84	25296870	25349898	53028	7
EUR_84	31959352	32117417	158065	20
EUR_84	32131221	32163383	32162	5
EUR_84	36484847	36506563	21716	3
EUR_84	46927089	47022994	95905	13
EUR_84	48317426	48338230	20804	3
EUR_84	48392995	48415236	22241	3
EUR_85	2183069	2207970	24901	4
EUR_85	2586193	2591704	5511	1
EUR_85	3104088	3104808	720	1
EUR_85	5463548	5470404	6856	1
EUR_85	6698003	6721164	23161	3
EUR_85	10600195	10600945	750	1
EUR_85	11360944	11448832	87888	12
EUR_85	11576374	11581877	5503	1
EUR_85	11630302	11705104	74802	10
EUR_85	13943733	13965781	22048	3
EUR_85	15159254	15187887	28633	4
EUR_85	16981590	17046677	65087	9
EUR_85	17047990	17049268	1278	1
EUR_85	24917505	25026027	108522	14
EUR_85	25563637	25611484	47847	7
EUR_85	25635258	25640416	5158	1
EUR_85	31397377	31429485	32108	5
EUR_85	32647767	32653956	6189	1
EUR_85	35872885	36007338	134453	17
EUR_85	41000258	41199187	198929	26
EUR_85	49184424	49242283	57859	8
EUR_85	1837654	1904778	67124	9
EUR_85	2586193	2591704	5511	1
EUR_85	3104088	3104808	720	1
EUR_85	4027908	4111093	83185	11
EUR_85	6627187	6640538	13351	2
EUR_85	6655296	6693324	38028	5
EUR_85	7553361	7709509	156148	20
EUR_85	7719766	7790051	70285	9
EUR_85	13126809	13165195	38386	5
EUR_85	13809499	13848449	38950	5
EUR_85	14350456	14361651	11195	2
EUR_85	16017613	16026806	9193	2
EUR_85	17802358	17983358	181000	23
EUR_85	19634530	19653747	19217	3
EUR_85	25036175	25059948	23773	3
EUR_85	29283502	29342089	58587	8
EUR_85	31887661	31940402	52741	7
EUR_85	40524070	40541166	17096	3
EUR_85	41516488	41556787	40299	6
EUR_85	45262397	45300374	37977	5
EUR_85	46398210	46405121	6911	1
EUR_85	47306832	47334656	27824	4
EUR_86	2586193	2591704	5511	1
EUR_86	2955498	3021356	65858	9
EUR_86	3040653	3231239	190586	25
EUR_86	6602745	6724200	121455	16
EUR_86	7553361	7709509	156148	20
EUR_86	7719766	7790051	70285	9
EUR_86	10918022	10975940	57918	8
EUR_86	11112002	11124106	12104	2
EUR_86	11216018	11300483	84465	11
EUR_86	11406175	11448832	42657	6
EUR_86	11576374	11581877	5503	1
EUR_86	11630302	11643191	12889	2
EUR_86	13126809	13146056	19247	3
EUR_86	13844070	13848449	4379	1
EUR_86	17795981	17955174	159193	21
EUR_86	19529137	19572494	43357	6
EUR_86	23606225	23685874	79649	11
EUR_86	25002639	25016440	13801	2
EUR_86	30341238	30350365	9127	2
EUR_86	31397377	31429485	32108	5
EUR_86	33115326	33138568	23242	3
EUR_86	35997174	36045432	48258	7
EUR_86	36252432	36541055	288623	37
EUR_86	41099327	41126897	27570	4
EUR_86	41230434	41293961	63527	9
EUR_86	864720	879695	14975	2
EUR_86	1290836	1310286	19450	3
EUR_86	1662412	1753342	90930	12
EUR_86	1930497	1951751	21254	3
EUR_86	2105113	2106323	1210	1
EUR_86	2586193	2591704	5511	1
EUR_86	13764087	13940655	176568	23
EUR_86	25296870	25395086	98216	13
EUR_86	25513659	25588077	74418	10
EUR_86	29845482	30005156	159674	21
EUR_86	31276495	31289686	13191	2
EUR_86	31779686	31833429	53743	7
EUR_86	32486086	32653956	167870	22
EUR_86	41018197	41096386	78189	10
EUR_86	41251077	41293961	42884	6
EUR_86	41921691	42003534	81843	11
EUR_87	3104088	3104808	720	1
EUR_87	4027908	4027984	76	1
EUR_87	4310596	4327436	16840	3
EUR_87	6602745	6724200	121455	16
EUR_87	13779593	13856104	76511	10
EUR_87	17461735	17527378	65643	9
